date_received	product	sub_product	issue	sub_issue	consumer_complaint_narrative	company_public_response	company	state	zip_code	tags	consumer_consent_provided	submitted_via	date_sent_to_company	company_response_to_consumer	timely_response	consumer_disputed	complaint_id
2017-04-20	Credit card		Identity theft / Fraud / Embezzlement				DISCOVER BANK					Referral	2017-04-21	Closed with explanation	True	No	2445867
2017-04-20	Debt collection	Payday loan	Communication tactics	Threatened to take legal action			SPEEDY CASH INTERMEDIATE HOLDINGS CORP	OH	44805			Web	2017-04-21	Closed with explanation	True	No	2444454
2017-04-21	Mortgage	Other type of mortgage	Struggling to pay mortgage				NATIONSTAR MORTGAGE	FL	33063			Referral	2017-04-24	In progress	True	No	2445970
2013-07-08	Mortgage	Conventional adjustable mortgage (ARM)	Loan servicing, payments, escrow account				OCWEN LOAN SERVICING LLC	NY	11420			Web	2013-07-10	Closed with explanation	True	No	451174
2017-04-21	Debt collection	I do not know	Disclosure verification of debt	Right to dispute notice not received		Company has responded to the consumer and the CFPB and chooses not to provide a public response	Grant & Weber	CA	946XX			Web	2017-04-21	Closed with explanation	True	No	2447040
2017-03-21	Credit reporting		Incorrect information on credit report	Account status		Company has responded to the consumer and the CFPB and chooses not to provide a public response	EXPERIAN DELAWARE GP	NY	10502			Referral	2017-03-21	Closed with explanation	True	No	2396628
2017-04-18	Money transfers	International money transfer	Fraud or scam				BANK OF AMERICA, NATIONAL ASSOCIATION	TN	37214			Web	2017-04-18	Closed with explanation	True	No	2437544
2017-03-21	Credit reporting		Incorrect information on credit report	Information is not mine		Company has responded to the consumer and the CFPB and chooses not to provide a public response	EXPERIAN DELAWARE GP	NJ	07040			Postal mail	2017-03-21	Closed with explanation	True	No	2397084
2017-04-18	Consumer Loan	Installment loan	Managing the loan or lease			Company has responded to the consumer and the CFPB and chooses not to provide a public response	SYNCHRONY BANK	FL	341XX			Web	2017-04-19	Closed with non-monetary relief	True	No	2440171
2017-04-18	Mortgage	FHA mortgage	Loan servicing, payments, escrow account			Company has responded to the consumer and the CFPB and chooses not to provide a public response	RoundPoint Mortgage Servicing Corporation	TX	782XX			Web	2017-04-18	Closed with explanation	True	No	2440961
2017-04-19	Mortgage	Home equity loan or line of credit	Settlement process and costs				WELLS FARGO BANK, NATIONAL ASSOCIATION	KS	672XX	Older American		Web	2017-04-19	In progress	True	No	2440764
2013-07-17	Bank account or service	Checking account	Making/receiving payments, sending money				WELLS FARGO BANK, NATIONAL ASSOCIATION	NY	13602			Referral	2013-07-19	Closed with non-monetary relief	True	Yes	463255
2017-04-19	Credit reporting		Incorrect information on credit report	Account status			OCWEN LOAN SERVICING LLC	PA	19468	Older American, Servicemember		Postal mail	2017-04-19	Closed with explanation	True	No	2442683
2017-04-21	Debt collection	Other (i.e. phone, health club, etc.)	Cont'd attempts collect debt not owed	Debt is not mine		Company believes it acted appropriately as authorized by contract or law	National Credit Systems,Inc.	TN	37922		Consent not provided	Web	2017-04-21	Closed with explanation	True	No	2446395
2017-04-04	Credit reporting		Incorrect information on credit report	Account status			DISCOVER BANK	OH	45371			Postal mail	2017-04-04	Closed with explanation	True	No	2417715
2017-03-04	Student loan	Federal student loan servicing	Dealing with my lender or servicer	Trouble with how payments are handled	"In XX/XX/XXXX NAVIENT notified me by letter that they were increasing my monthly payment of {$180.00} by {$71.00} - to be effective with my XX/XX/XXXX payment. No explanation for the change to my repayment plan was provided in the letter. I have made all the monthly payments on time since XX/XX/XXXX and have never been notified by NAVIENT that I was delinquent on any monthly payment prior to XX/XX/XXXX or that I owed any late fees. I called the company for an explanation and a written accounting of why they are attempting to collect an amount in excess of the original repayment amount listed in the promissory note, but they offered no further details about why the change was being sought. Therefore, I continue to pay the original amount ( {$180.00} ) and have not paid the increased amount. However, since then I continue to receive letters and calls from NAVIENT informing me that I am now delinquent on my loan. 

The terms of the loan are clearly listed in the original promissory note which I attached with my submission : {$15000.00} borrowed at 8.5 % interest to be repaid over 10 yrs ; 120 payments at {$180.00} with the first payment due in XX/XX/XXXX and the final payment due in XX/XX/XXXX ). The increased payment of {$260.00} demanded by NAVIENT is effectively a change in the original loan terms as documented in the promissory note and amounts to an overcharge of {$1000.00} on the loan."		Navient Solutions, LLC.	IN	461XX		Consent provided	Web	2017-03-04	Closed with explanation	True	No	2371967
2017-04-20	Payday loan		Charged fees or interest I didn't expect				Bliksum, LLC	CA	920XX	Servicemember		Web	2017-04-21	Closed with explanation	True	No	2442418
2017-04-18	Mortgage	Reverse mortgage	Loan modification,collection,foreclosure				WELLS FARGO BANK, NATIONAL ASSOCIATION	UT	84066			Referral	2017-04-19	In progress	True	No	2440821
2017-03-14	Mortgage	Other mortgage	Loan modification,collection,foreclosure			Company believes the complaint is the result of a misunderstanding	Ditech Financial LLC	NC	28516		Consent not provided	Web	2017-03-14	Closed with explanation	True	No	2385349
2012-02-16	Mortgage	Other mortgage	Loan modification,collection,foreclosure				BANK OF AMERICA, NATIONAL ASSOCIATION	GA	30052			Referral	2012-02-16	Closed without relief	True	No	23982
2017-04-12	Mortgage	Conventional adjustable mortgage (ARM)	Credit decision / Underwriting				HSBC NORTH AMERICA HOLDINGS INC.	NJ	08854			Web	2017-04-12	Closed with explanation	True	No	2431165
2017-04-11	Credit card		Late fee				CAPITAL ONE FINANCIAL CORPORATION	TN	37814	Older American		Web	2017-04-11	Closed with explanation	True	No	2430099
2017-04-21	Mortgage	Conventional fixed mortgage	Loan servicing, payments, escrow account				BANK OF AMERICA, NATIONAL ASSOCIATION	RI	028XX			Web	2017-04-21	In progress	True	No	2446867
2017-04-14	Debt collection	Medical	Communication tactics	Called outside of 8am-9pm			TRANSWORLD SYSTEMS INC	HI	967XX			Web	2017-04-17	Closed with explanation	True	No	2436261
2017-04-19	Student loan	Non-federal student loan	Dealing with my lender or servicer	Trouble with how payments are handled			Navient Solutions, LLC.	CA	94619			Web	2017-04-19	Closed with explanation	True	No	2441965
2017-04-10	Credit card		Identity theft / Fraud / Embezzlement				DISCOVER BANK	TN	381XX	Older American		Web	2017-04-10	Closed with explanation	True	No	2428559
2017-04-03	Credit reporting		Incorrect information on credit report	Account status			EQUIFAX, INC.	IL	60448			Web	2017-04-03	Closed with explanation	True	No	2416833
2017-04-18	Bank account or service	Checking account	Deposits and withdrawals				WELLS FARGO BANK, NATIONAL ASSOCIATION	FL	33135	Older American, Servicemember		Phone	2017-04-18	Untimely response	False	No	2440724
2017-04-03	Credit card		Other fee			Company has responded to the consumer and the CFPB and chooses not to provide a public response	BARCLAYS BANK DELAWARE	CA	925XX	Servicemember		Web	2017-04-18	Closed with explanation	True	No	2415676
2017-04-12	Bank account or service	Checking account	Account opening, closing, or management		"On XX/XX/XXXX our XXXX of XXXX.. passed away. On XX/XX/XXXX XXXX of the church went to the Wells Fargo Bank ( XXXX, MD XXXX ). They spoke with Personal Banker NMLSR ID : XXXX. XXXX. The XXXX presented the certified copy with raised seal of our Articles of Inc., tax ID letter, church check books, bank statements, and their driver and non-driver ID ( matching the signatures on the church articles of incorporation. Personal Banker NMLSR ID : XXXX was informed that on XX/XX/XXXX two men were not members of XXXX. had been allowed to put their name on our church bank accounts at the XXXX MD XXXX. Counter checks were created for their use. A check was written on XX/XX/XXXX to one of these men in the amount of {$900.00}. It is our understanding that they met with Personal Banker NMLSR : XXXX located at XXXX MD. XXXX. Banker NMLSR ID : XXXX contacted the Wells Fargo Bank legal department. The legal department stated that they would correct this matter after the articles of incorporation where taken to the Maryland State Department to be updated. The articles of incorporation were updated and returned to Banker NMLSR ID : XXXX approximately XXXX on XX/XX/XXXX. XXXX XXXX NMLSR ID : XXXX sent a copy of the certified articles of Inc.. to the legal department. The control and proper names were applied to the account. After the banks error we requested to have a new bank account. Sadly Wells Fargo allowed the processing of a second counter check signed by one of the men who was not a member of our church in the amount of {$600.00} written on XX/XX/XXXX. On XX/XX/XXXX we spoke with the Service Manager ( XXXX MD XXXX ) due to are bank cards not working properly. When we discovered that the reason for the trouble was that the Personal Banker NMLSR : XXXX located at XX/XX/XXXX MD. XXXX had removed our names from the account and replaced them again with these same men and added a woman who was also not a member of our church. 
The actions of Wells Fargo Bank allowing these people without proper documentation to be assigned to our account as signers. This has caused tremendous stress and hardship upon the church as a whole. We are greatly disappointed that these actions were allowed to happen. To this date we have not received any report of any investigation or any resolution to this matter."	Company has responded to the consumer and the CFPB and chooses not to provide a public response	WELLS FARGO BANK, NATIONAL ASSOCIATION	MD	206XX		Consent provided	Web	2017-04-13	Closed with explanation	True	No	2430838
2017-04-19	Payday loan		Can't contact lender			Company believes it acted appropriately as authorized by contract or law	BlueChip Financial	VA	22015		Consent not provided	Web	2017-04-19	Closed with explanation	True	No	2441260
